# Experiment Info:
# Start_Time: 20250117_132136
# OSC_IP: 127.0.0.1
# OSC_Port: 5002
# Log_Path: \\megstoreemo2.uni-muenster.de\EmoData\trajdos\EmoScenesApp\logs\ShamScenes_20250117_132136.txt
#
# Format for break lines:
# BREAK,<time>,<reason>,<details>
#
Timestamp,Trial,StimFile,StimON,StimOFF,Stim_Duration,Target_ITI,Actual_ITI,ITI_Error,EEGConnected
1737117819.660176,487,checkerboard225.png,1737117819.060811,1737117819.660176,0.599365,1.879405,1.891232,0.011827,1
1737117822.661205,488,checkerboard225_inverted.png,1737117822.054318,1737117822.661205,0.606887,2.375676,2.394142,0.018466,1
1737117825.293652,489,checkerboard225.png,1737117824.693339,1737117825.293652,0.600313,2.017734,2.032134,0.014400,1
1737117828.146101,490,checkerboard225_inverted.png,1737117827.547278,1737117828.146101,0.598823,2.229707,2.253626,0.023920,1
1737117829.828590,491,checkerboard225.png,1737117829.229116,1737117829.828590,0.599473,1.064833,1.083016,0.018182,1
1737117831.994818,492,checkerboard225_inverted.png,1737117831.395729,1737117831.994818,0.599089,1.542858,1.567139,0.024281,1
1737117835.168449,493,checkerboard255.png,1737117834.572646,1737117835.168449,0.595803,2.550251,2.577827,0.027577,1
1737117838.048582,494,checkerboard255_inverted.png,1737117837.447578,1737117838.048582,0.601004,2.242320,2.279129,0.036809,1
1737117840.156265,495,checkerboard195.png,1737117839.554788,1737117840.156265,0.601477,1.475055,1.506206,0.031151,1
1737117842.448663,496,checkerboard195_inverted.png,1737117841.848101,1737117842.448663,0.600562,1.664317,1.691835,0.027518,1
1737117845.399025,497,checkerboard195.png,1737117844.792473,1737117845.399025,0.606552,2.328227,2.343810,0.015583,1
1737117847.928759,498,checkerboard195_inverted.png,1737117847.326426,1737117847.928759,0.602333,1.906511,1.927401,0.020890,1
1737117850.208322,499,checkerboard255.png,1737117849.609894,1737117850.208322,0.598428,1.653492,1.681134,0.027643,1
1737117852.804029,500,checkerboard255_inverted.png,1737117852.205364,1737117852.804029,0.598665,1.979920,1.997042,0.017122,1
1737117855.098249,501,checkerboard255.png,1737117854.500353,1737117855.098249,0.597896,1.686280,1.696324,0.010044,1
1737117858.579621,502,checkerboard255_inverted.png,1737117857.979453,1737117858.579621,0.600168,2.861125,2.881204,0.020079,1
