CrossTime,SceneTime,PicDuration,Target_ITI,Actual_ITI,ITI_Error,Block,Trial,Stimulus
1730815397.023864,1730815397.442344,0.600000,1.014857,1.013707,-0.001150,1,103,lowpos_10.jpg
1730815398.034441,1730815399.858056,0.600000,2.420546,2.415712,-0.004834,1,104,highpos_11.jpg
1730815400.452140,1730815401.852485,0.600000,2.000718,1.994429,-0.006289,1,105,highneg_19.jpg
1730815402.450003,1730815403.748450,0.600000,1.900095,1.895965,-0.004130,1,106,neutral_18.jpg
1730815404.338786,1730815405.598844,0.600000,1.810315,1.850394,0.040079,1,107,neutral_22.jpg
1730815406.148046,1730815408.056364,0.600000,2.503100,2.457520,-0.045580,1,108,neutral_07.jpg
1730815408.644817,1730815409.631386,0.600000,1.565605,1.575022,0.009417,1,109,lowneg_12.jpg
1730815410.201749,1730815411.224879,0.600000,1.602106,1.593493,-0.008613,1,110,neutral_01.jpg
1730815411.808091,1730815413.366329,0.600000,2.144268,2.141450,-0.002818,1,111,highpos_04.jpg
1730815413.942710,1730815416.290644,0.600000,2.892537,2.924315,0.031778,1,112,highneg_16.jpg
1730815416.835180,1730815418.861890,0.600000,2.624114,2.571246,-0.052867,1,113,lowpos_29.jpg
1730815419.457561,1730815421.579590,0.600000,2.722307,2.717700,-0.004607,1,114,neutral_12.jpg
1730815422.170961,1730815424.564032,0.600000,2.981335,2.984442,0.003107,1,115,neutral_25.jpg
1730815425.157799,1730815426.578594,0.600000,2.020587,2.014562,-0.006025,1,116,neutral_20.jpg
1730815427.175130,1730815428.420286,0.600000,1.834109,1.841692,0.007583,1,117,highneg_09.jpg
1730815429.014625,1730815429.525277,0.600000,1.107181,1.104991,-0.002190,1,118,highneg_12.jpg
1730815430.115770,1730815431.901858,0.600000,2.380789,2.376581,-0.004208,1,119,neutral_10.jpg
1730815432.496634,1730815432.981053,0.600000,1.080873,1.079195,-0.001678,1,120,highneg_18.jpg
1730815433.567172,1730815435.149073,0.600000,2.157537,2.168020,0.010483,1,121,highneg_07.jpg
1730815435.724190,1730815438.148559,0.600000,2.997298,2.999486,0.002188,1,122,lowpos_08.jpg
1730815438.715085,1730815440.950425,0.600000,2.824978,2.801866,-0.023112,1,123,lowneg_17.jpg
1730815441.532271,1730815442.922247,0.600000,1.956718,1.971822,0.015104,1,124,highneg_04.jpg
1730815443.489775,1730815444.227869,0.600000,1.323680,1.305622,-0.018057,1,125,lowneg_01.jpg
1730815467.125582,1730815468.966149,0.600000,2.444463,24.738280,22.293817,2,1,lowneg_01.jpg
1730815469.562452,1730815470.351732,0.600000,1.394643,1.385583,-0.009061,2,2,highpos_19.jpg
1730815470.943248,1730815473.327776,0.600000,2.979330,2.976044,-0.003286,2,3,lowpos_21.jpg
1730815473.910140,1730815474.313105,0.600000,1.001390,0.985329,-0.016061,2,4,lowpos_27.jpg
1730815474.906887,1730815475.644569,0.600000,1.339788,1.331464,-0.008324,2,5,lowneg_24.jpg
1730815476.236059,1730815478.354114,0.600000,2.720891,2.709545,-0.011346,2,6,highpos_29.jpg
1730815478.953265,1730815479.893547,0.600000,1.550353,1.539433,-0.010920,2,7,neutral_18.jpg
1730815480.487986,1730815482.309231,0.600000,2.426975,2.415684,-0.011291,2,8,neutral_07.jpg
1730815482.902063,1730815484.360766,0.600000,2.059497,2.051535,-0.007962,2,9,highneg_22.jpg
1730815485.056592,1730815486.339168,0.600000,1.985723,1.978402,-0.007321,2,10,highneg_03.jpg
1730815486.931885,1730815489.008488,0.600000,2.674662,2.669320,-0.005342,2,11,highpos_10.jpg
1730815489.605412,1730815491.503448,0.600000,2.498537,2.494960,-0.003577,2,12,lowneg_11.jpg
1730815492.099500,1730815492.524868,0.600000,1.030011,1.021420,-0.008591,2,13,lowpos_25.jpg
1730815493.121972,1730815494.000686,0.600000,1.478332,1.475818,-0.002514,2,14,lowneg_21.jpg
1730815494.597112,1730815496.526915,0.600000,2.537781,2.526229,-0.011552,2,15,lowpos_28.jpg
1730815497.121977,1730815498.322848,0.600000,1.808564,1.795933,-0.012631,2,16,lowpos_20.jpg
1730815498.915162,1730815500.629903,0.600000,2.323200,2.307055,-0.016145,2,17,lowneg_05.jpg
